#posCloneA_X posCloneA_X   detectRate   averageNbMessageSent   average_nb_WinessCacheMax   average_nb_WinessCache   average_nb_claimsMax   average_nb_claims   averageMemorySize   axMemorySize 
100		100		0.70970970392227170000 2 505.85278320312500000000 3.27727723121643070000 65.04304504394531000000 3.27727723121643070000 59.70069885253906000000 7 584.52636718750000000000 3 184.00000000000000000000 
500		0		0.42642644047737120000 1 838.86181640625000000000 2.70370364189147950000 42.07006835937500000000 2.70370364189147950000 46.62662506103515600000 5 626.77880859375000000000 2 554.00000000000000000000 
150		100		0.75575578212738040000 2 479.00805664062500000000 3.18918919563293460000 62.05905914306640600000 3.18918919563293460000 57.56456375122070000000 7 290.81884765625000000000 3 150.00000000000000000000 
350		100		0.76176178455352780000 2 557.78979492187500000000 3.29129123687744140000 63.74874877929687500000 3.29129123687744140000 60.01902008056640600000 7 569.16894531250000000000 3 814.00000000000000000000 
0		250		0.56356358528137210000 2 066.60571289062500000000 3.24324321746826170000 49.32532501220703000000 3.24324321746826170000 59.79579544067383000000 7 058.68261718750000000000 2 734.00000000000000000000 
150		250		0.71371370553970340000 2 452.42846679687500000000 3.29529523849487300000 62.56256103515625000000 3.29529523849487300000 61.31130981445312500000 7 645.14501953125000000000 3 150.00000000000000000000 
250		250		0.77277278900146480000 2 744.74365234375000000000 3.42042040824890140000 69.35836029052734000000 3.42042040824890140000 63.58058166503906000000 8 080.43652343750000000000 2 194.00000000000000000000 
350		250		0.78378379344940190000 2 863.80981445312500000000 3.46046042442321780000 67.51151275634766000000 3.46046042442321780000 67.09809875488281000000 8 334.22070312500000000000 2 914.00000000000000000000 
500		250		0.64864861965179440000 2 277.04711914062500000000 3.12012004852294900000 54.85485458374023400000 3.12012004852294900000 55.24124145507812500000 6 836.77685546875000000000 2 644.00000000000000000000 
0		350		0.57857859134674070000 2 078.79077148437500000000 2.95995998382568360000 48.12912750244140600000 2.95995998382568360000 53.98698806762695000000 6 495.21923828125000000000 2 194.00000000000000000000 
150		350		0.70170170068740840000 2 512.15405273437500000000 3.47347354888916000000 61.35135269165039000000 3.47347354888916000000 63.13213348388672000000 7 767.83789062500000000000 2 374.00000000000000000000 
350		350		0.78921079635620120000 2 671.69824218750000000000 3.35864138603210450000 68.16683197021484000000 3.35864138603210450000 60.21178817749023400000 7 736.73339843750000000000 2 700.00000000000000000000 
500		350		0.63463461399078370000 2 237.98999023437500000000 3.13913917541503900000 52.96496582031250000000 3.13913917541503900000 55.57057189941406000000 6 802.16015625000000000000 2 914.00000000000000000000 
0		500		0.19419419765472412000 1 458.54260253906250000000 2.49849843978881840000 34.70270156860351600000 2.49849843978881840000 42.46546554565430000000 5 001.78369140625000000000 2 554.00000000000000000000 
250		500		0.54354351758956910000 2 074.68164062500000000000 2.65165162086486800000 47.97797775268555000000 2.65165162086486800000 46.31031036376953000000 5 799.17919921875000000000 2 734.00000000000000000000 
500		500		0.53853851556777950000 1 944.73571777343750000000 2.50350356101989750000 45.24024200439453000000 2.50350356101989750000 41.74774932861328000000 5 295.46533203125000000000 2 464.00000000000000000000 
424		277		0.72972971200942990000 2 643.60058593750000000000 3.06906914710998540000 63.56256103515625000000 3.06906914710998540000 53.81281280517578000000 7 004.28027343750000000000 2 374.00000000000000000000 
