#posCloneA_X posCloneA_X   detectRate   averageNbMessageSent   average_nb_WinessCacheMax   average_nb_WinessCache   average_nb_claimsMax   average_nb_claims   averageMemorySize   axMemorySize 
100		100		0.8718719 185.38838 0.8348348 30.033033 0.8348348 0.8448448 1097.1592 574.0 
500		0		0.6616617 114.375374 0.7087087 18.50951 0.7087087 0.7107107 693.2873 484.0 
150		100		0.8798799 180.27327 0.7677678 30.544544 0.7677678 0.8068068 1111.1271 574.0 
350		100		0.9019019 192.51251 0.7717718 33.557556 0.7717718 0.7827828 1211.4073 484.0 
0		250		0.7827828 143.24524 0.8308308 23.038038 0.8308308 0.8318318 858.15814 934.0 
150		250		0.8798799 171.82683 0.7987988 30.542543 0.7987988 0.8058058 1110.969 664.0 
250		250		0.8758759 191.49649 0.7947948 35.038036 0.7947948 0.7957958 1262.9149 484.0 
350		250		0.8518519 164.67267 0.7907908 28.046045 0.7907908 0.8038038 1025.908 484.0 
500		250		0.7987988 141.06107 0.7677678 22.531532 0.7677678 0.7707708 835.44147 574.0 
0		350		0.7557558 136.45445 0.7777778 21.03003 0.7777778 0.7817818 785.3814 574.0 
150		350		0.8678679 206.14214 0.8488488 34.554554 0.8488488 0.8488488 1251.2512 664.0 
350		350		0.8618619 193.2983 0.8588589 33.543545 0.8588589 0.8608609 1217.958 844.0 
500		350		0.66098297 111.04112 0.71414244 18.02608 0.71414244 0.7151454 677.24976 484.0 
0		500		0.7312687 130.21078 0.81918085 20.017982 0.81918085 0.81918085 754.33765 484.0 
250		500		0.7277277 122.5015 0.7047047 20.023024 0.7047047 0.7047047 744.2062 484.0 
500		500		0.6146146 111.26527 0.6926927 17.514515 0.6926927 0.6926927 657.8358 484.0 
414		251		0.8738739 177.97598 0.8018018 30.55055 0.8018018 0.8018018 1110.8809 664.0 
