#posCloneA_X posCloneA_X   detectRate   averageNbMessageSent   average_nb_WinessCacheMax   average_nb_WinessCache   average_nb_claimsMax   average_nb_claims   averageMemorySize   axMemorySize 
100		100		0.59378135 124.845535 0.49648947 71.37512 0.49648947 0.55265796 2476.4934 124.0 
500		0		0.11411411 46.508507 0.4164164 27.623623 0.4154154 0.44244245 979.023 124.0 
150		100		0.46946946 95.11912 0.4844845 54.84985 0.4844845 0.5315315 1912.7328 124.0 
350		100		0.4834835 135.71472 0.5005005 78.51852 0.5005005 0.5665666 2720.6206 124.0 
0		250		0.26126125 64.6006 0.45745745 37.462463 0.45645645 0.4944945 1318.2283 124.0 
150		250		0.4894895 117.02803 0.4984985 68.07708 0.4984985 0.5485485 2363.99 124.0 
250		250		0.5027486 137.45427 0.49875063 79.36532 0.49875063 0.56571716 2749.3354 124.0 
350		250		0.44032097 133.74022 0.5005015 77.23671 0.5005015 0.57271814 2677.5928 124.0 
500		250		0.27027026 87.17818 0.4794795 50.925926 0.4794795 0.5315315 1779.3193 124.0 
0		350		0.25225225 75.66267 0.47247246 44.454456 0.47147146 0.5185185 1558.1182 214.0 
150		350		0.4904905 132.48048 0.5005005 76.37637 0.5005005 0.5675676 2647.878 124.0 
350		350		0.45845845 135.35236 0.5005005 77.75876 0.5005005 0.5605606 2694.2483 124.0 
500		350		0.2837163 87.52947 0.4865135 51.18182 0.4865135 0.5284715 1787.7443 124.0 
0		500		0.17117117 58.825825 0.45045045 34.74074 0.45045045 0.4784785 1224.2483 124.0 
250		500		0.2842843 80.11011 0.4854855 47.434433 0.4854855 0.5265265 1660.1582 124.0 
500		500		0.12812813 55.38939 0.44444445 32.944946 0.44344345 0.4764765 1163.011 124.0 
377		470		0.45645645 142.21622 0.4994995 81.95295 0.4994995 0.5605606 2836.8508 124.0 
50		50		1.0 188.68706 0.50150454 101.9338 0.50150454 0.5877633 3518.648 214.0 
50		0		1.0 110.33733 0.4914915 57.71972 0.4914915 0.5335335 2010.4885 124.0 
100		0		0.44744745 84.68168 0.47347346 48.735737 0.47347346 0.5215215 1703.9519 124.0 
