#posCloneA_X posCloneA_X   detectRate   averageNbMessageSent   average_nb_WinessCacheMax   average_nb_WinessCache   average_nb_claimsMax   average_nb_claims   averageMemorySize   axMemorySize 
100		100		0,39439439773559570000 168,90390014648438000000 0,50050050020217900000 71,58858489990234000000 0,50050050020217900000 0,54154151678085330000 2 482,75073242187500000000 214,00000000000000000000 
500		0		0,12912912666797638000 92,10610961914062000000 0,47047045826911926000 40,11311340332031000000 0,47047045826911926000 0,49349349737167360000 1 408,26025390625000000000 124,00000000000000000000 
150		100		0,44744744896888733000 197,38638305664062000000 0,49949949979782104000 82,54754638671875000000 0,49949949979782104000 0,54354351758956910000 2 855,53564453125000000000 124,00000000000000000000 
350		100		0,47147145867347720000 193,74374389648438000000 0,49949949979782104000 80,83383178710938000000 0,49949949979782104000 0,53653651475906370000 2 796,63867187500000000000 124,00000000000000000000 
0		250		0,10010010004043579000 87,26526641845703000000 0,47947949171066284000 37,65465545654297000000 0,47947949171066284000 0,51051050424575810000 1 326,20422363281250000000 124,00000000000000000000 
150		250		0,36636635661125183000 183,68267822265625000000 0,50050050020217900000 76,17417144775390000000 0,50050050020217900000 0,54254251718521120000 2 638,75073242187500000000 124,00000000000000000000 
250		250		0,34734734892845154000 186,05204772949220000000 0,49849849939346313000 77,17717742919922000000 0,49849849939346313000 0,53953951597213750000 2 672,58251953125000000000 124,00000000000000000000 
350		250		0,34534534811973570000 175,69869995117188000000 0,49849849939346313000 73,12612915039062000000 0,49849849939346313000 0,53453451395034790000 2 534,39648437500000000000 124,00000000000000000000 
500		250		0,22422422468662262000 140,26727294921875000000 0,49649649858474730000 59,86786651611328000000 0,49649649858474730000 0,53453451395034790000 2 083,61572265625000000000 124,00000000000000000000 
0		350		0,20920920372009277000 138,63664245605470000000 0,49449449777603150000 59,56956863403320000000 0,49449449777603150000 0,53553551435470580000 2 073,56347656250000000000 214,00000000000000000000 
150		350		0,29229229688644410000 173,88688659667970000000 0,49949949979782104000 72,41441345214844000000 0,49949949979782104000 0,53953951597213750000 2 510,64868164062500000000 124,00000000000000000000 
350		350		0,26226225495338440000 157,65264892578125000000 0,49849849939346313000 66,45245361328125000000 0,49849849939346313000 0,54254251718521120000 2 308,21215820312500000000 124,00000000000000000000 
500		350		0,19119119644165040000 125,82482147216797000000 0,49449449777603150000 54,00300216674805000000 0,49449449777603150000 0,52952951192855830000 1 883,75976562500000000000 124,00000000000000000000 
0		500		0,11911912262439728000 92,63763427734375000000 0,47247245907783510000 40,47347259521484400000 0,47247245907783510000 0,50050050020217900000 1 421,14318847656250000000 124,00000000000000000000 
250		500		0,12812812626361847000 111,42242431640625000000 0,48848849534988403000 48,15515518188476600000 0,48848849534988403000 0,52152150869369510000 1 684,21215820312500000000 124,00000000000000000000 
500		500		0,11211211234331131000 96,31631469726562000000 0,47947949171066284000 41,71371459960937500000 0,47947949171066284000 0,49649649858474730000 1 462,95092773437500000000 124,00000000000000000000 
327		229		0,39039039611816406000 178,04003906250000000000 0,50050050020217900000 74,16616821289062000000 0,50050050020217900000 0,53553551435470580000 2 569,84790039062500000000 124,00000000000000000000 
