#posCloneA_X posCloneA_X   detectRate   averageNbMessageSent   average_nb_WinessCacheMax   average_nb_WinessCache   average_nb_claimsMax   average_nb_claims   averageMemorySize   axMemorySize 
100		100		1.0 154.83383 2.6036036 21.072073 2.6036036 13.786787 1957.2612 2880.0 
500		0		0.5785786 109.76677 2.6076076 22.4995 2.6066067 13.211211 1953.992 2734.0 
150		100		1.0 165.76477 2.981982 23.578579 2.9809809 16.61962 2297.4375 2734.0 
350		100		1.0 156.5005 2.7107108 30.74074 2.7107108 14.15015 2318.6987 2914.0 
0		250		1.0 139.67267 2.5205204 23.733734 2.5185184 12.983984 1975.5055 2700.0 
150		250		1.0 173.88087 2.7647648 33.25826 2.7637637 14.687688 2452.6726 3094.0 
250		250		1.0 174.36636 2.6886888 35.86887 2.6876876 14.528528 2527.1091 2914.0 
350		250		1.0 173.86487 2.7607608 37.802803 2.7597597 15.338338 2665.7458 3094.0 
500		250		0.7997998 150.9089 2.6756756 32.136135 2.6756756 14.668669 2412.8088 2554.0 
0		350		1.0 133.37238 2.5285285 25.118118 2.5275276 13.6466465 2082.214 2374.0 
150		350		1.0 169.08508 2.6736736 35.185184 2.6736736 14.742743 2523.143 2554.0 
350		350		1.0 168.16316 2.8108108 36.74775 2.8108108 16.089088 2697.4414 3094.0 
500		350		0.7637638 141.4885 2.877878 30.986986 2.877878 15.972973 2491.1252 2734.0 
0		500		0.6616617 117.1982 2.4034035 24.63864 2.4024024 12.82983 1992.3984 2340.0 
250		500		0.8378378 144.15515 2.4884884 31.664665 2.4884884 13.026026 2248.941 2914.0 
500		500		0.5985986 116.16216 2.3863864 23.426426 2.3853853 12.616616 1931.994 3094.0 
414		43		1.0 133.76477 2.5995996 24.995996 2.5995996 13.568568 2071.0352 2734.0 
