#posCloneA_X posCloneA_X   detectRate   averageNbMessageSent   average_nb_WinessCacheMax   average_nb_WinessCache   average_nb_claimsMax   average_nb_claims   averageMemorySize   axMemorySize 
100		100		0,90790790319442750000 181,29829406738280000000 0,78678679466247560000 30,53753662109375000000 0,78678679466247560000 0,78678679466247560000 1 109,08703613281250000000 754,00000000000000000000 
500		0		0,67767769098281860000 119,59059143066406000000 0,71371370553970340000 19,01201248168945300000 0,71371370553970340000 0,71371370553970340000 710,64263916015620000000 574,00000000000000000000 
150		100		0,89989989995956420000 178,84484863281250000000 0,86486488580703740000 31,04004096984863300000 0,86486488580703740000 0,86686688661575320000 1 133,37939453125000000000 574,00000000000000000000 
350		100		0,90990990400314330000 201,61361694335938000000 0,85685688257217410000 34,04404449462890600000 0,85685688257217410000 0,85785788297653200000 1 234,70471191406250000000 574,00000000000000000000 
0		250		0,82617384195327760000 141,61038208007812000000 0,79320681095123290000 23,52747344970703000000 0,79320681095123290000 0,79320681095123290000 871,32269287109380000000 574,00000000000000000000 
150		250		0,89589589834213260000 179,73173522949220000000 0,84984982013702390000 31,04404449462890600000 0,84984982013702390000 0,84984982013702390000 1 131,98400878906250000000 574,00000000000000000000 
250		250		0,90790790319442750000 197,14915466308594000000 0,88288289308547970000 35,54854965209961000000 0,88288289308547970000 0,88288289308547970000 1 288,11010742187500000000 844,00000000000000000000 
350		250		0,87987989187240600000 158,88188171386720000000 0,82582581043243410000 28,53553581237793000000 0,82582581043243410000 0,82682681083679200000 1 044,62268066406250000000 664,00000000000000000000 
500		250		0,80780780315399170000 144,64865112304688000000 0,78478479385375980000 23,03503417968750000000 0,78478479385375980000 0,78578579425811770000 853,91192626953120000000 574,00000000000000000000 
0		350		0,76776778697967530000 128,64564514160156000000 0,75675678253173830000 21,53253173828125000000 0,75675678253173830000 0,75775778293609620000 800,30432128906250000000 664,00000000000000000000 
150		350		0,87887889146804810000 205,63262939453125000000 0,86086088418960570000 35,05605697631836000000 0,86086088418960570000 0,86086088418960570000 1 269,38342285156250000000 664,00000000000000000000 
350		350		0,89989989995956420000 196,55654907226562000000 0,85185188055038450000 34,05505371093750000000 0,85185188055038450000 0,85185188055038450000 1 234,53857421875000000000 754,00000000000000000000 
500		350		0,64764761924743650000 112,59459686279297000000 0,72872871160507200000 18,52452468872070300000 0,72872871160507200000 0,72872871160507200000 695,41943359375000000000 574,00000000000000000000 
0		500		0,76576578617095950000 134,15916442871094000000 0,85285288095474240000 20,52752685546875000000 0,85285288095474240000 0,85385388135910030000 774,78277587890620000000 664,00000000000000000000 
250		500		0,74374371767044070000 120,88088226318360000000 0,77177178859710690000 20,52552604675293000000 0,77177178859710690000 0,77377378940582280000 767,50750732421880000000 484,00000000000000000000 
500		500		0,56456458568573000000 110,46946716308594000000 0,71971970796585080000 18,02102088928222700000 0,71971970796585080000 0,72572571039199830000 678,03002929687500000000 664,00000000000000000000 
414		251		0,87187188863754270000 177,48248291015625000000 0,85585588216781620000 31,03002929687500000000 0,85585588216781620000 0,85885888338088990000 1 132,31835937500000000000 664,00000000000000000000 
